dkp,product_name,description,classes,stocked
633409,کاسه الیاف گندم مدل RL201  بسته 4 عددی,                                ظروف الیاف گندم این محصولات با جدیدترین تکنولوژی ساخت ظروف اشپزخانه و با ترکیب الیاف گندم و پلاستیک ساخته شده است و این قابلیت را به شما می دهد،که غذا یا مواد خوراکی خود را در ان گذاشته و در فریزر قرار داده و غذا را به صورت فریز شده تحویل بگیرید، و سپس همان ظرف را  در داخل ماکروفر گذاشته و با هر درجه حرارتی  گرم کنید.این ظروف نشکن هستند و از هر فاصله ای از دست شما بیافتند نمی شکنند و هیچ اسیبی نمی بینند و حتی ترک و لب پریدگی در انها ایجاد نمی شود. ظروف گندمی هیچگونه ضرری به سلامت انسان نمیرساند.,"['خانه و آشپزخانه', 'سرو و پذیرایی', 'کاسه و پیاله']",False
633410,مجموعه 8 عددی آچار آلن تاشو هاردکس مدل L-Simple,,"['خودرو، ابزار و تجهیزات صنعتی', 'ابزار غیر برقی', 'ابزار دستی', 'آچار']",False
633411,گرم کن شیشه شیر الکتریکی اونت مدل SCF355/03,,"['اسباب بازی، کودک و نوزاد', 'غذاخوری', 'استریل، گرم و خشک کننده شیشه شیر']",False
633412,کاغذ دیواری سالسو طرح دریا,,"['خانه و آشپزخانه', 'دکوراتیو', 'کفپوش و دیوارپوش', 'پوستر و کاغذ دیواری']",False
633413,اسپاگتی قطر 1.7 زر ماکارون مقدار 500 گرم,                                اسپاگتی  «زر ماکارون» با قطر 1.7 شام یا نهاری لذیذ و انرژی بخش برای شما خواهد بود. این محصول زر ماکارون از ترکیب آب، آرد سمولینا به‌دست آمده است. در هر 100گرم از این ماکارونی زر ماکارون 196.9 کیلوکالری انرژی وجود دارد. اسپاگتی زرماکارون در بسته‌بندی سلفونی عرضه می‌شود که در آن  500 گرم اسپاگتی است.زرماکارون سه مرتبه دارای کسب عنوان اولین و تنها صادرکننده نمونه‌ی ملی در صنعت ماکارونی در ایران بوده است. انواع ماکارونی رشته‌ای فرمی و انواع لازانیا، انواع رشته آش، پودر کیک( با طعم‌های مختلف)، ماکارونی فرمی جامبو و اسپاگتی سبزیجات و سس پاستا توسط برند زرماکارون تولید شده و در اختیار مصرف‌کنندگان قرار گرفته است.,"['خوردنی و آشامیدنی', 'کالاهای اساسی و خوار و بار', 'ماکارونی، پاستا و رشته']",True
633414,مانتو مزون یشیل مدل کیمانو کد 02,,"['مد و پوشاک', 'زنانه', 'لباس زنانه', 'پوشش اسلامی', 'مانتو، پانچو و رویه']",False
633415,تستر ادو تویلت مردانه هوگو باس مدل Hugo Just Different حجم 125 میلی لیتر,                                یکی از پرطرفدارترین عطرهای مردانه‌ای که برند «هوگو باس» (Hugo Boss) تولید می‌کند «هوگو جاست دیفرنت» (Hugo Just Different) نام دارد. این عطر آروماتیک با بوی خنک، تند و چوبی‌اش برای فصول بهار و تابستان پیشنهاد می‌شود. Hugo Just Different در سال 2011 به بازار معرفی شده است. نسخه‌ی قدیمی‌تر این عطر در سال 1995 ساخته شده بود. بطری این عطر بسیار ساده و مردانه طراحی شده است. روی بطری سیاه‌رنگ این عطر، نشان تجاری هوگو باس که با رنگ قرمز چاپ شده را مشاهده می‌کنید. در بطری به شکل ویژه‌ای ساخته شده است. این در فلزی، با یک بست فلزی به گردن بطری متصل شده تا هم مانع گم‌شدن احتمالی در شده و هم بر زیبایی کلی بطری افزوده باشد. بطری بسیار خوش‌دست بوده و حتی با توجه به حجم 125 میلی‌لیتری‌اش بسیار راحت در دست قرار می‌گیرد. به‌محض اولین اسپری از هوگو باس جاست دیفرنت روی پوست و محل نبضتان متوجه بوی سیب و نعناع خواهید شد. این ترکیب تند، خنک و میوه‌ای، شادی، انرژی و تمرکز فراوانی را در شما ایجاد خواهد کرد. پس از مدتی، این ترکیب جای خود را به نت‌های میانی خواهد داد. نت‌های میانی از گل فریزیا، ریحان و تخم گشنیز تشکیل‌شده‌اند. این نت‌های گلی و گیاهی، شادی و تازگی را به اعماق روح شما تزریق می‌کنند. با گذشت زمان، نت‌های پایانی به‌آرامی جای نت‌های میانی را می‌گیرند. این نت‌ها از چوب کشمیر، گیاه پاتچولی و گل لادن ساخته‌شده‌اند. این ترکیب شیرین، آرامش و اعتمادبه‌نفس ویژه‌ای را به شما هدیه می‌کند. خرید عطر هوگو باس Hugo Just Different با توجه به پخش بوی قوی، ماندگاری بالا، برند شناخته‌شده، حجم 125 میلی‌لیتری و شیشه‌ی مردانه‌اش برای شما بسیار راضی‌کننده خواهد بود.,"['زیبایی و سلامت', 'عطر', 'عطر و ادوکلن']",False
633416,شیرینی خوری کد AL-80070012,,"['خانه و آشپزخانه', 'آشپزخانه', 'بشقاب و سایر ظروف', 'ظروف سرو و پذیرایی']",False
3277317,کیف رودوشی زنانه چرم ما مدل MO-1,,"['مد و پوشاک', 'زنانه', 'اکسسوری زنانه', 'کیف زنانه']",True
3277318,تی شرت آستین کوتاه مردانه زیزیپ مدل Inside out کد 2013T,,"['مد و پوشاک', 'مردانه', 'لباس مردانه', 'تی شرت و پولوشرت مردانه']",True
3277319,تیشرت آستین کوتاه مردانه طرح سردار سلیمانی کد tpr56,                                  جنس این تیشرت سوپر پنبه درجه یک است و چاپ روی تی شرت به هیچ عنوان چاپ شابلون نمی باشد ، بلکه چاپ رول حرارتی رنگی فشرده و پرس شده است. لازم به ذکر است جنس پارچه به هیچ عنوان آب روی ندارد.,"['مد و پوشاک', 'مردانه', 'لباس مردانه', 'تی شرت و پولوشرت مردانه']",False
3277321,ست تیشرت و شلوارک دخترانه نیروان کد 508 -2,,"['مد و پوشاک', 'بچگانه', 'دخترانه', 'لباس دخترانه', 'ست لباس دخترانه']",False
3277322,دفتر مشق 50 برگ شفیعی کد 7931,,"['کتاب، لوازم تحریر و هنر', 'لوازم تحریر', 'دفتر و کاغذ', 'دفتر']",True
3277323,ظرف سوفله مدل 225SH,,"['خانه و آشپزخانه', 'آشپزخانه', 'بشقاب و سایر ظروف', 'ظروف سرو و پذیرایی']",True
3277325,قایق بادی اینتکس طرح کوسه مدل 59380,                                قایق بادی اینتکس مخصوص کودکان می باشد . این محصول دارای طراحی شاد کودکانه برای لذت بردن کودکان است . این قایق بادی شناور را باید توسط پمپ باد های شرکت اینتکس و فقط تا حدی که چروک های آن صاف شود باد نمایید . از این شناور زیبا و مقاوم میتوانید در استخر و یا آبهای آرام استفاده نمایید .,"['اسباب بازی، کودک و نوزاد', 'سرگرمی و آموزشی', 'تجهیزات بازی بادی']",True
3277327,تابلو فرش دستبافت کد 990564,                                ورني نوعي گليم يک رو يا گليم فرش نما بدون پرز است و به سبک پود پيچي يعني گذراندن پود اصلي از تار و پيچش نخ خامه به دور نخ‌هاي تار شکل گرفته و نقش مي پذيرد. تفاوتي که در بافت گليم و ورني وجود دارد اين است که در گليم، بافت به صورت گره‌هاي منقطع انجام مي‌شود و نقوش آن توسط پود شکل مي‌گيرد و تار به وسيله پود کاملاً پوشيده مي‌شود، در حاليکه در بافت ورني ايجاد طرح و نقوش بر سطح آن توسط پودگذاري اضافي حاصل مي‌شود و تار و پود هر دو پوشيده‌ است. ,"['کتاب، لوازم تحریر و هنر', 'فرش', 'تابلو فرش']",False
3277328,ست تاپ و لگینگ زنانه کد 2211,,"['مد و پوشاک', 'زنانه', 'لباس زنانه', 'لباس خواب و راحتی زنانه', 'ست لباس راحتی زنانه']",False
3277329,شلوار زنانه کد NJ504,,"['مد و پوشاک', 'زنانه', 'لباس زنانه', 'شلوار جین زنانه']",False
3277330,پیراهن زنانه اچ اند ام مدل  F1-0467790003,,"['مد و پوشاک', 'زنانه', 'لباس زنانه', 'پیراهن و لباس مجلسی زنانه']",True
3277331,ماگ جی جی ساب کد 00165,                                ماگ های سرامیکی جی جی ساب از سرامیک مرغوب شفاف شده که در دمای ۱۲۵۰- ۱۲۰۰ درجه سانتیگراد پخته اولیه شده و پس از لعاب دادن در دمای ۱۲۶۰ – ۱۱۰۰ درجه دوباره پخته شده، تهیه میشوند و در دمای  200 درجه سانتیگراد چاپ به روی آن ها با رنگ های مخصوص چاپ سرامیک با خلوص 100% و با کیفیت جهانی انجام میگیرد، به همین سبب برای شستشو با دست یا ماشین ظرفشویی مشکلی نخواهند داشت، همچنین این ماگ بخاطر لعاب خوردن دوباره در دمای بالا مشکلی برای استفاده در فر یا ماکروویو نخواهد داشت و بعد از مدتی شفافیت و کیفیت رنگ از بین نخواهد رفت.,"['خانه و آشپزخانه', 'سرو و پذیرایی', 'پارچ، بطری و لیوان', 'ماگ، لیوان و فنجان']",True
3277332,دستکش دروازه بانی کد AZ22,,"['مد و پوشاک', 'زنانه و مردانه', 'اکسسوری زنانه و مردانه', 'اکسسوری ورزشی زنانه و مردانه']",False
3277334,عطر جیبی هیستوار دو پرفیوم مدل 1899 حجم 2 میلی لیتر,,"['زیبایی و سلامت', 'عطر', 'عطر جیبی']",False
3277335,ست تیشرت و شلوارک دخترانه نیروان کد 508 -3,,"['مد و پوشاک', 'بچگانه', 'دخترانه', 'لباس دخترانه', 'ست لباس دخترانه']",False
3277336,محافظ صفحه نمایش مدل YORme مناسب برای گوشی موبایل سامسونگ Galaxy A510,                                این محافظ صفحه نمایش گوشی با پوشش کامل صفحه نمایش تلفن همراه شما، از ایجاد خط و خش و آسیب آن جلو گیری می کند. نصب این محافظ شیشه ای بسیار آسان بوده و با استفاده از پک کمکی نصب و تمیزکننده که به همراه این محصول در اختیار شما قرار میگیرد شما میتوانید آن را بدون ایجاد حباب نصب کنید. این محافظ تمام چسب است و به تمامی قسمتهای صفحه نمایش بدون ایجاد حباب میچسبد؛ برخلاف محافظ های دور چسب. پاک شدن سریع لکه چربی،‌ مقاومت در برابر خط وخش و وضوح بالا ازویژگی های بارز این محافظ صفحه نمایش است.,"['کالای دیجیتال', 'لوازم جانبی کالای دیجیتال', 'لوازم جانبی گوشی موبایل', 'محافظ صفحه نمایش گوشی']",False
2185667,کرم کاکائو فندقی فرمند - 330 گرم,                                شکلات صبحانه یکی از گزینه‌های خوشمزه و پرطرفدار صبحانه است که به محض ورود به سفره‌های ایرانی طرفداران خودش را پیدا کرده است. این شکلات برای بسیاری جذاب است و علاوه بر صبحانه، به‌عنوان میان وعده مورداستفاده قرار می‌گیرد. بیشتر افراد شکلات را دوست دارند، به همین دلیل کسانی که علاقه‌ای به خوردن صبحانه ندارند، این شکلات می‌تواند برای آن‌ها انگیزه ایجاد کند؛ همچنین برای کودکانی که علاقه‌ای به صبحانه ندارند، می‌تواند آن‌ها را عاشق صبحانه کند. ترکیب شکلات با فندق، یک ترکیب فوق‌العاده به وجود می‌آورد که برای صبحانه بسیار لذت‌بخش است و می‌تواند افرادی که با چهره‌ای درهم‌ رفته از خواب بیدار می‌شوند را خوشحال کند. برای داشتن صبحانه عالی خرید کرم کاکائو فندقی فرمند بهترین گزینه است. فرمند یکی از برندهای مطرح بازار شکلات است که تا به امروز نظر مشتریان بسیاری را به خود جلب کرده است. کارخانه شکلات پرند ( فرمند) در زمینی با مساحت 70.000 متر مربع و ماشین آلات و تجهیزات کاملاً به روز و پیش رفته در زمینه تولید شکلات، پودر ژله، پودر دسر و پودینگ،کرم کاکائو، پودر کاکائو و قهوه و انواع دراژه و سایر محصولات دیگر فعالیت دارد. بیش از 25 سال تجربه در تولید سبب شده تا فرمند بتواند در خانه‌های ایرانیان به عنوان همراه لحظه‌های شاد و شیرین خودنمایی کند و شیرینی محبوب همگان محسوب شود. یکی از رسالت‌های مهم شرکت شکلات پرند، استفاده از کره کاکائوی خالص در محصولات خود، با علامت تجاری فرمند بوده که علاوه بر ارتقای ذائقه مصرف کننده،  محصولی در خور و شایسته با عالی‌ترین کیفیت ارائه می‌کند. رضایت مشتریان و مصرف کنندگان محصولات فرمند بزرگترین مشوق و انگیزه این شرکت جهت ادامه فعالیتشان است. ,"['خوردنی و آشامیدنی', 'صبحانه', 'شکلات صبحانه']",True
2185668,کرم پودر و تثبیت کننده آرایش صورت آرپی شماره 04 حجم 40 میلی لیتر,                                محصولی با قدرت پوشش بسیار بالا جهت ایجاد نمایی طبیعی و محافظت از پوست می باشد. این کرم پودر مانند کانسیلر در یک مرحله پوشش بسیار بالا بر روی پوست ایجاد می نماید. فرمولاسیون این کرم پودر فاقد چربی بوده و بسیار سبک می باشد. ,"['زیبایی و سلامت', 'لوازم آرایشی', 'آرایش صورت', 'کرم پودر']",True
2185669,محافظ صفحه نمای نایت مدل K-001 مناسب برای گوشی موبایل سونی  Xperia Z4,,"['کالای دیجیتال', 'لوازم جانبی کالای دیجیتال', 'لوازم جانبی گوشی موبایل', 'محافظ صفحه نمایش گوشی']",True
2185670,کلاه بافتنی طرح سیمپسون کد kl9,,"['مد و پوشاک', 'زنانه و مردانه', 'اکسسوری زنانه و مردانه', 'سرپوش زنانه و مردانه']",False
2185671,لامپ ال ای دی 30 وات نامین نور مدل NL903 پایه E27,,"['خانه و آشپزخانه', 'نور و روشنایی', 'لامپ و چراغ']",False
2185672,استیکر لپ تاپ لولو طرح صلح کد 05,,"['کالای دیجیتال', 'لپ تاپ', 'لوازم جانبی لپ تاپ', 'سایر لوازم جانبی لپ تاپ']",True
2185674,سارافون دخترانه کد 10210070b,,"['مد و پوشاک', 'بچگانه', 'دخترانه', 'لباس دخترانه', 'پیراهن و سارافون دخترانه']",False
2185675,سنباده دیسکی مدل P100 بسته 5 عددی,                                محصول فوق سمباده دیسکی مینی مدل P 100 میباشد. کیفیت صنعتی این محصول برای چوب نرم و چوب سخت ، تخته تراشه، تخته فیبر، فلزات غیر آهنی، فولاد، پلاستیک، چوب پنبه، لاستیک و مواد معدنی مناسب و ایده آل می باشد. قطر این محصول 115 میلیمتر است وزن کلی این محصول به طور تقریبی 100 گرم است.,"['خودرو، ابزار و تجهیزات صنعتی', 'ابزار غیر برقی', 'ابزار دستی', 'سوهان و سنباده']",True
2185676,رانر شمسه نگار کد M-R-511,                                رانر های شمسه نگار نقش بسیار مهمی در زیبائی بصری دکوراسیون محیط زندگی ما دارد. استفاده از مخمل مرغوب و آستر ساتن خوش رنگ از ویژگی های رانر های شمسه نگار می‌باشد. نکته‌ی قابل توجه در منسوجات پارچه ای، متریال استفاده شده می‌باشد. مخمل مبلی به عنوان پارچه ای لطیف و در عین حال مقاوم انتخاب بسیار مناسبی برای رانر است.با انداختن یک رانر در درازای میز یا دو رانر در دو طرف میز فضاهای تعریف شده ای برای قرار گیری اکسسوری های حیاتی و زیبایی از قبیل شمعدان و گلدان به وجود بیاورد. ,"['خانه و آشپزخانه', 'سرو و پذیرایی', 'رومیزی، رانر و زیر بشقابی', 'رومیزی']",True
2185677,سنگ در حسینی نجف کد 52620,,"['مد و پوشاک', 'زنانه و مردانه', 'اکسسوری زنانه و مردانه', 'ملزومات زیورآلات']",False
2185678,کتاب اندازه‌گیری و ارزشیابی در آموزش و پرورش اثر لوول.آ شونر موسسه انتشارات بعثت,                                معلمان باید بتوانند میزان موفقیت دانش‌ آموزان را در رسیدن به اهداف از پیش تعیین شده اندازه‌گیری کنند  و برای  این کار بایستی آزمونهایی تهیه  نمایند تهیه انواع مختلف آزمونهای پیشرفت تحصیلی یکی از مهمترین و دشوارترینکارهایی است که معلمان بر  عهده دارند وگاهی با نارسایی‌هایی مواجه است کتاب حاضر با بیانی ساده مخصوصا با ارائه جنبه‌های عینی و عملی تهیه ابزارهایی را ممکن می‌سازد که    می‌تواند  اندازه‌گیری و ارزشیابی آموخته‌های دانش‌آموزان را تحقق بخشد و بهبود  یادگیری را تسهیل نماید,"['کتاب، لوازم تحریر و هنر', 'کتاب و مجلات', 'کتاب چاپی']",True
2185679,ست کلاه و شال گردن کد 20720-2P-TOS,,"['مد و پوشاک', 'بچگانه', 'مد و پوشاک دخترانه و پسرانه', 'سرپوش دخترانه و پسرانه']",True
2185680,سرویس خواب مدل D149 یک نفره 4 تکه,                                سرویس روتختی یک نفره مدل D149 مشتمل بر 4 تکه، دارای یک عدد لحاف یک نفره، یک عدد ملافه کش دار یک نفره و دو عدد رو بالشی می باشد و برای تخت های یک نفره با عرض 90 و 100 مناسب می باشد. قابلیت شست و شو در ماشین لباس شویی تا دمای 30 درجه سانتی گراد را دارد  جنس این پارچه میکروفایبر با کیفیت است که نرم(به دلیل داشتن درصد بالای پنبه) و ضد حساسیت نیز می باشد.الیاف استفاده شده در لحاف از نوع هالوتنسل سخت با وزن 350 گرم می باشد. ضخامت لحاف 3 سانتی متر است که ضمن ایجاد گرما ضدتعریق هم می باشد. رنگ پارچه ها ری اکتیو می باشد( در اثر شست و شو رنگ آن کم یا خراب نمی شود) و جنس آن به گونه ای است که در اثر استفاده مداوم پرز نمی دهد. ,"['خانه و آشپزخانه', 'خواب و حمام', 'خواب', 'سرویس خواب']",False
2185681,تابلو طرح عبور واشنگتن کد 6146,,"['خانه و آشپزخانه', 'دکوراتیو', 'تابلو']",False
2185682,مچ بند هوشمند سومگ مدل M4 کد P41,                                دستبند هوشمند سومگ مدل «M4 » با داشتن تنوع رنگی بند به شما این امکان را میدهد تا دستبند هوشمندتان را با رنگ دلخواه خود انتخاب کنید . این مچ بند با داشتن صفحه رنگی و قابلیت روشن شدن صفحه نمایش هنگام چرخاندن دست ( raise up hand ) در دسته محبوبترین ها قرار گرفت. با نصب کردن اپلیکیشن fitpro بر روی گوشی همراه خود یا اسکن QR کد درون منوی مچ بند میتوانید از طریق بلوتوث مچ بند را با گوشیتان ست کنید و تنظیمات مربوطه را انجام دهید ، همچنین میتوانید میزان کالری مصرف شده ، پایش خواب (deep light awake sleep smartwatch) ، اعلانات تماس ها و شبکه های مجازی (.... Whatsapp، instagram ) یادآوری عدم تحرک و ... را مشاهده کنید. بند این محصول سیلیکونی و ضد حساسیت بوده و قابل تعویض است. نمایشگر 0.96 اینچی رنگی این مدل تاثیر به‌سزایی در زیبایی این مدل گذاشته است. این مدل برای استفاده‌های روزانه و عادی مانند نمایش ساعت و استفاده‌های ورزشی مناسب است.  و حالت های ورزشی متنوعی مانند حالت دویدن، طناب زدن ، درازنشست را دارد. مچ بند هوشمند مدل  M4 می‌تواند ضربان قلبتان را اندازه‌گیری کند و در بحث سلامت می‌تواند میزان کالری مصرفی‌تان را محاسبه کند. این گجت از تمامی دستگاه‌ها پشتیبانی می‌کند . ,"['کالای دیجیتال', 'ساعت و مچ بند هوشمند', 'مچ بند هوشمند']",False
2185683,محافظ صفحه نمایش 5D لایونکس مدل USS مناسب برای گوشی موبایل نوکیا 7 پلاس بسته سه عددی,                                برند لایونکس (LioneX) در حال حاضر با ایجاد پک محافظتی، حفاظت کامل صفحه نمایش و گوشی شما را تضمین خواهد کرد. محصولات این برند از جمله صفحه نمایش های آن از مواد اولیه فوق العاده با کیفیت به کمک فناوری تحت حرارت خاص با برش های دقیق ساخته شده است که مهم ترین مزیت گلس‌های LioneX هستند. برند لایونکس کاور‌های متنوع خود را نیز با مواد اولیه پلی‌آمید،پلی‌کربنات و پلی‌استر تولید می‌کند تا مهر معتبری هم از نظر بهداشتی و هم از نظر کیفی برروی محصولات خود باشد. با توجه به قیمت بالای صفحه نمایش گوشی های امروز و دردسر تعویض ان مهم ترین مساله بعد از خرید گوشی نصب محافظ صفحه نمایش مناسب و باکیفیت بر روی آن است. ,"['کالای دیجیتال', 'لوازم جانبی کالای دیجیتال', 'لوازم جانبی گوشی موبایل', 'محافظ صفحه نمایش گوشی']",True
2185685,بالش سفری مدل WSD1,,"['ورزش و سفر', 'تجهیزات سفر', 'کوه\u200cنوردی و کمپینگ', 'تجهیزات جانبی کوه\u200cنوردی و سفر']",False
2185686,محافظ صفحه نمایش نایت مدل K-001 مناسب برای گوشی موبایل سونی  Xperia Z Ultra,,"['کالای دیجیتال', 'لوازم جانبی کالای دیجیتال', 'لوازم جانبی گوشی موبایل', 'محافظ صفحه نمایش گوشی']",False
2527390,کره بادام زمینی ساده شیررضا -450 گرم,                                کره بادام زمینی ساده شیررضا، محصولی کاملا طبیعی حاصل از فرآوری دانه‌های سالم، تازه و خوشمزه بادام زمینی می‌باشد که می‌تواند بعنوان صبحانه، عصرانه و یا یک میان‌وعده مغذی و مفید مورد مصرف قرار گیرد. کره بادام زمینی حاوی تعداد زیادی از ویتامین‌ها و مواد مغذی مورد نیاز برای سلامت عضله است. همچنین پروتئینی برابر با انواع گوشت‌ها را ارائه می‌دهد. همراه با این پروتئین، بدن شما مقادیری از مس، منیزیم، فسفر و پتاسیم را جذب می‌کند. این مواد معدنی برای سلامت قلب مفید و ضروری هستند.,"['خوردنی و آشامیدنی', 'صبحانه', 'کره بادام زمینی']",True
2527391,تابلو دکوما مدل حمل بار با آسانسور ممنوع کد SI203,,"['خودرو، ابزار و تجهیزات صنعتی', 'ابزار غیر برقی', 'تابلو و برچسب ایمنی و راهنما']",True
2527392, ظرف سرو کد CH-SE-31386,                                ظرف سرو روستیک مدل CH-SE-31386  یک اسلایس از تنه درخت و یک طراحی خاص بر مبنای روستیک است. روستیک در طراحی مدرن به معنی استفاده از المان های بکر معرفی شده است. این اسلایس حدود 18 سانتی متر قطر و 3 سانتی متر ارتفاع دارد. درزهای طبیعی این محصول پر شده و لبه بیرونی این محصول نیز به صورت طبیعی میباشد. میتوان این محصول را به عنوان ظرف سرو میوه و انواع کوکی استفاده نمود,"['خانه و آشپزخانه', 'آشپزخانه', 'بشقاب و سایر ظروف', 'ظروف سرو و پذیرایی']",False
2527393,کاور کی اچ کد 7143 مناسب برای گوشی موبایل ایسوس Zenfone 4 Selfie PRO / ZD552KL,,"['کالای دیجیتال', 'لوازم جانبی کالای دیجیتال', 'لوازم جانبی گوشی موبایل', 'کیف و کاور گوشی']",True
2527395,هدفون بی سیم آیکونیکس مدل HB-1126,,"['کالای دیجیتال', 'کامپیوتر و تجهیزات جانبی', 'هدفون، هدست، میکروفون', 'هدفون، هدست و هندزفری']",True
2527397,شال زنانه کد SH001,,"['مد و پوشاک', 'زنانه', 'اکسسوری زنانه', 'شال و روسری زنانه']",False
2527398,کاور مسیر مدل MLMR-1 مناسب برای گوشی موبایل سامسونگ Galaxy A2 Core,,"['کالای دیجیتال', 'لوازم جانبی کالای دیجیتال', 'لوازم جانبی گوشی موبایل', 'کیف و کاور گوشی']",False
2527400,عینک طبی زنانه تد بیکر مدل TB 8160 105,,"['مد و پوشاک', 'زنانه', 'اکسسوری زنانه', 'عینک زنانه']",False
2527402,کاور کی اچ کد 7207 مناسب برای گوشی موبایل ایسوس  Zenfone4 Selfie Pro / ZD552KL,,"['کالای دیجیتال', 'لوازم جانبی کالای دیجیتال', 'لوازم جانبی گوشی موبایل', 'کیف و کاور گوشی']",True
2527403,کاور طرح Flower کد 1649 مناسب برای گوشی موبایل سامسونگ Galaxy A20 / A30,,"['کالای دیجیتال', 'لوازم جانبی کالای دیجیتال', 'لوازم جانبی گوشی موبایل', 'کیف و کاور گوشی']",False
2527404,تابلو شاسی رویامد طرح هنری,,"['خانه و آشپزخانه', 'دکوراتیو', 'تابلو شاسی']",False
2527405,محافظ صفحه نمایش تراستکتور مدل GLS مناسب برای گوشی موبایل سامسونگ Galaxy A2 Core بسته 2 عددی,                                گلس محافظ صفحه نمایش گوشی سامسونگ Galaxy A2 Core یک محافظ ضد خراش قوی است که گوشی شما را برای همیشه نو و تمیز نگه می دارد. میزان سختی این گلس 9H است و در عین محافظت مطمئن ضخامت بسیار کمی دارد. پک های محافظتی تراستکتور کوچکترین تاثیری بر عملکرد تاچ و لمس گوشی شما نخواهد داشت و کیفیت صفحه نمایش شما را کاهش نمی دهد، همچنین گلس تراستکتور به خوبی از LCD گوشی شما محافظت می کند، جلوی خط و خراش افتادن روی آن را می گیرد و اجازه نمی دهد در صورت زمین خوردن، آسیبی به صفحه نمایش گوشی وارد شود. در صورتی که ضربه بسیار شدید به آن وارد شود، به راحتی نمی شکند و در صورت شکستن هم، پودر نمی شود. این گلس به خوبی برش خورده است و به راحتی روی گوشی قرار می گیرد.,"['کالای دیجیتال', 'لوازم جانبی کالای دیجیتال', 'لوازم جانبی گوشی موبایل', 'محافظ صفحه نمایش گوشی']",True
2527406,جاکلیدی طرح مرمید M01,                                جاکلیدی دست ساز میباشد. این جاکلیدی با اپوکسی رزین کانادایی ساخته شده که مخصوص ساخت زیورآلات میباشد . رنگ های استفاده شده محصول کشور آلمان است .ضد حساسیت میباشد,"['کتاب، لوازم تحریر و هنر', 'صنایع دستی', 'دست سازه های هنری', 'جاکلیدی']",True
2527407,ظرف سرو مدل si1609,"                                ظروف چوبی یکی از بهترین جایگزین ها برای دیگر ظروف به خصوص ظروف یکبار مصرف هستند. ""صبحانه خوری مدل Si-2189"" مناسب برای سرو انواع پنیر،کره،میوه و... می باشد. این محصول ساخته شده از چوب ""راش"" است و با توجه به نوع جنس این کالا احتمال تلرانس 10% در رنگ و ابعاد وجود دارد.","['خانه و آشپزخانه', 'آشپزخانه', 'بشقاب و سایر ظروف', 'ظروف سرو و پذیرایی']",True
2527408,پتوی انگلیش هوم مدل Folk  سایز 200x220 سانتی متر,,"['خانه و آشپزخانه', 'خواب و حمام', 'خواب', 'پتو']",True
2527409,ماگ طرح طوطی مدل NI1540,,"['خانه و آشپزخانه', 'سرو و پذیرایی', 'پارچ، بطری و لیوان', 'ماگ، لیوان و فنجان']",False
1141811,قهوه فوری نسکافه گلد مقدار 200 گرم اورجینال,,"['خوردنی و آشامیدنی', 'نوشیدنی', 'قهوه فوری و هات چاکلت']",True
1141814,هودی مردانه طرح گربه کد B58        ,                                هودی همراه شما در روز های سرد سال می باشد.در زمستان گزینه مناسبی هنگام اسکی ، فعالیت روزانه و حتی در منزل می باشد.این هودی از پارچه دورس داخل کرک دوخته شده می باشد، در بافت پارچه دورس ترکیبی از نخ پنبه و نخ پلی استر به کار رفته است.این هودی دارای یک جیب دوطرفه در وسط و کلاه بند دار است.در سر آستین ها و قسمت کمر از کش استفاده شده تا از ورود سرما از این قسمت ها جلوگیری شده و سویشرت با فرم بهتری روی بدن قرار بگیرد. و همینطور به علت داشتن الیاف پلی‌استر بسیار سبک، لطیف و راحت می باشد و مقاومت بالایی نیز در برابر ساییدگی ناشی از شستشو و استفاده‌های مکرر دارد. خوب است بدانید الیاف پلی‌استر مانع از ایجاد چروک در سطح لباس می‌شود.همچنین کلاه هودی در گرم نگه داشتن سر و گردن بسیار موثر و کاربردی می‌باشد,"['مد و پوشاک', 'مردانه', 'لباس مردانه', 'سویشرت و هودی مردانه']",False
1141815,برس مو آر.ام.سی مدل 004,                                بسیاری از خانم ها و حتی آقایان هنگام خرید یک برس  مردد هستند و نمی توانند برس مناسب برای موهای خود انتخاب نمایند. در واقع بسیاری از افراد ویژگی های یک برس خوب و مناسب برای موهایشان را نمی شناسند. شما باید برای موهای خود از برسی استفاده کنید که علاوه بر مرتب کردن موها به پوست سر و موها صدمه ای وارد نکند و مانع از ایجاد شوره و مشکلات موی سر گردد. برس آر.ام.سی با دارا بودن گردی انتهای شانه از آسیب دیدگی پوست سر شما جلوگیری می کند،همچنین  چون اندازه استانداردی دارد برای موهای کوتاه و همچنین بلند مورد استفاده است. علاوه بر موارد فوق سبک بودن این برس و خوش دست بودن آن آر،ام،سی را تبدیل به یک برس مشهور کرده است ,"['زیبایی و سلامت', 'لوازم آرایشی', 'آرایش مو', 'شانه و برس مو']",False
